,curr_term,curr_volume,curr_rank,avg_volume,avg_rank,std_units_delta_volume,median_volume,median_rank,std_volume,std_rank,N,volume_change_pct,rank_change_pct,std_units_delta_rank,report_start,report_end
1880,light blue rug,4164,157773,2655.076923076923,196245.38461538462,3.239742939780625,2654,194649,465.7539517703994,16533.984267453812,13,0.3623734574743221,-0.24384644150383541,-2.32686713577654,2020-04-18,2020-07-18
1881,lightning bolt earrings,32325,52713,14624.153846153846,83120.07692307692,6.214466258736947,14762,81681,2848.3292718759963,7894.392181178763,13,0.547589981557499,-0.5768420868301353,-3.851731232148723,2020-04-18,2020-07-18
1882,lps cocker spaniel,40634,46235,20317.615384615383,69834.61538461539,3.746606190937334,18745,71610,5422.610111659967,7709.98186917952,13,0.49998485542611154,-0.5104274983154621,-3.060917105259913,2020-04-18,2020-07-18
1883,lycopene,33374,51762,9682.76923076923,105204.07692307692,7.581308215755256,8913,107158,3124.952857080304,13054.677108617298,13,0.709870880602588,-1.0324577281225016,-4.0937111257849645,2020-04-18,2020-07-18
1884,lysol disinfecting sprays pack of 4,33519,51634,1969.6153846153845,544765.7692307692,6.13377126355075,100,601282,5143.554146347665,253651.91425624795,13,0.9412388381331369,-9.550524252058125,-1.9441279230110222,2020-04-18,2020-07-18
1885,mulan 2020,31764,53241,7249.0,178819.07692307694,3.0805725264722845,4622,149930,7957.936321685415,92701.81059132694,13,0.7717856693111699,-2.358672393889614,-1.3546453529012934,2020-04-18,2020-07-18
1886,neck face mask for men,55177,38700,9748.538461538461,140435.23076923078,3.9101563867719693,4601,150259,11618.067679376123,54714.01790698286,13,0.8233224267078953,-2.628817332538263,-1.8593997418026735,2020-04-18,2020-07-18
1887,omron blood pressure cuffs for home use,5704,134996,687.1666666666666,452527.1666666667,5.731404314821776,236,350268,875.3235782650131,276526.6029476489,6,0.8795289855072463,-2.3521524094541073,-1.1482843360527617,2020-04-18,2020-07-18
1888,otterbox symmetry iphone 11 pro max,4619,149977,1949.3076923076924,230735.46153846153,3.2290937371247868,1870,226138,826.7620964355854,39690.33210286729,13,0.5779805818775292,-0.5384723093438429,-2.034713676095127,2020-04-18,2020-07-18
1889,oxygen concentrator machine,60101,36802,7182.2307692307695,255454.53846153847,3.9434002341736067,840,301268,13419.578558669707,140929.021539577,13,0.8804973166963816,-5.941322168945668,-1.5515082420417887,2020-04-18,2020-07-18
1890,pat the bunny,5876,132978,3720.3076923076924,168138.76923076922,3.195064661830204,3787,165140,674.6944227593439,14627.574868228874,13,0.3668639053254438,-0.2644104230080857,-2.4037319615528676,2020-04-18,2020-07-18
1891,peace talks,84820,29959,2268.6923076923076,242809.23076923078,36.02859581088584,1066,279130,2291.2718587651775,67850.66490235971,13,0.9732528612627646,-7.104717472853927,-3.137039719146927,2020-04-18,2020-07-18
1892,pendulum board,13164,86944,4987.307692307692,151825.38461538462,4.126614798886392,4857,146303,1981.452766053878,31509.941289849197,13,0.6211404062361218,-0.746243382123949,-2.05907665833341,2020-04-18,2020-07-18
1893,pilot precise v5 rt,110052,25542,50683.153846153844,40883.53846153846,10.250983334657247,50047,40973,5791.526940945048,2643.593249581103,13,0.5394617649279082,-0.6006396704071122,-5.803290072695352,2020-04-18,2020-07-18
1894,piping bags and tips set,205036,17071,34798.769230769234,285583.23076923075,3.0131824916825636,1342,257277,56497.48438375206,276449.74021816754,13,0.8302797107299731,-15.729144793464398,-0.9712876943104641,2020-04-18,2020-07-18
1895,poop spray,24839,61192,18720.0,71974.46153846153,3.0769367917501724,19086,70897,1988.6661358810336,4247.977373907582,13,0.24634647127501108,-0.17620704566710568,-2.538257761138469,2020-04-18,2020-07-18
1896,resin mold tray,7598,116514,884.3076923076923,441674.1538461539,3.382100208180358,100,441363,1985.0660519915277,158603.8521678284,13,0.8836130965638731,-2.7907389141747245,-2.050140330148363,2020-04-18,2020-07-18
1897,rooftop cargo carrier hard shell,5205,141347,620.6666666666666,485297.0,5.876373769034827,384,366293,780.1296366630356,242007.89523484558,9,0.880755683637528,-2.433373187970031,-1.4212346240449276,2020-04-18,2020-07-18
1898,rv accessories for inside fun,12771,88386,1639.7692307692307,395462.3846153846,5.493769077416549,700,317779,2026.15556139561,255191.05331775072,13,0.8716021274160809,-3.4742649810533868,-1.203319554596724,2020-04-18,2020-07-18
1899,school zone flash cards,12774,88374,3383.769230769231,182605.46153846153,6.269916006183144,2806,189834,1497.6645237305402,33140.894645979264,13,0.7351049607977743,-1.066280371358788,-2.8433590144463383,2020-04-18,2020-07-18
1900,sex machinesfor women and men,12227,90496,1139.3846153846155,502015.53846153844,4.246457234710367,100,564441,2611.0272096903914,207651.85209408213,13,0.9068140496127738,-4.547378209661625,-1.981776393090338,2020-04-18,2020-07-18
1901,sink saddle,4824,146796,2388.3846153846152,206542.92307692306,4.456903189492582,2328,206168,546.4815548063721,21021.067632502785,13,0.504895394820768,-0.4070064789021708,-2.8422401812047995,2020-04-18,2020-07-18
1902,smiling mask,4107,158813,402.61538461538464,564935.2307692308,6.196369757073893,100,598924,597.8314336641417,209978.25967353294,13,0.9019684965630911,-2.557235432673841,-1.9341156146386573,2020-04-18,2020-07-18
1903,talenti,490947,8581,175998.46153846153,20933.923076923078,3.389487915584833,167986,19507,92919.20971702189,6139.22051867524,13,0.6415122986015568,-1.4395668426667145,-2.01213216553242,2020-04-18,2020-07-18
1904,tcl android phone case,3670,167625,107.5,568269.0,193.91793797033492,100,550473,18.371173070873837,128909.53761300983,6,0.970708446866485,-2.3901208053691274,-3.1079469170290945,2020-04-18,2020-07-18
1905,topwan wireless car charger mount,45035,43566,302.5,648771.5,156.20076093544316,100,345470,286.37824638055173,428933.0947881033,2,0.9932830021094704,-13.891693063398062,-1.4109554784971228,2020-04-18,2020-07-18
1906,trump birthday card,4129,158415,2330.846153846154,207553.6923076923,4.568516950291992,2375,204400,393.5968424148934,15999.88653805924,13,0.43549378691059487,-0.3101896430747866,-3.0711900481797265,2020-04-18,2020-07-18
1907,tweaked by nature hair products,67236,34437,11864.538461538461,123737.76923076923,3.5601016370969387,6437,126936,15553.33728719437,46327.5124577787,13,0.8235389008635484,-2.593163435571311,-1.927596896383221,2020-04-18,2020-07-18
1908,tye dye face mask,28951,56121,3193.0,321658.1538461539,7.4747625692610145,2433,202252,3445.995743854984,219537.1364415924,13,0.8897101999930918,-4.731511445736068,-1.209531827508371,2020-04-18,2020-07-18
1909,vera bradley pencil pouch,4301,155305,809.4615384615385,333710.92307692306,3.7798257961582653,593,332134,923.7299944053472,73761.97238241119,13,0.8117968987534204,-1.1487455206009018,-2.41867072306576,2020-04-18,2020-07-18
1910,wedge pillow for sitting up in bed,7044,121188,1113.5384615384614,417992.07692307694,4.173264478606939,704,317250,1421.060555558454,210751.6903828854,13,0.8419167431092475,-2.4491210096963143,-1.4083117263916363,2020-04-18,2020-07-18
1911,wellness small breed dog food,5640,135766,2004.076923076923,229764.0,4.036354614164257,1929,223252,900.7937667726227,43766.3752592482,13,0.6446672122204038,-0.6923530191653285,-2.147721839956062,2020-04-18,2020-07-18
1912,white boy rick,31694,53308,7439.923076923077,119591.23076923077,17.370365554704293,7721,115543,1396.2905297930454,14467.88684843002,13,0.7652576804151234,-1.2434011924895094,-4.58140372976607,2020-04-18,2020-07-18
1913,white throw blankets,3376,174347,402.7142857142857,698860.2857142857,3.7123995171029005,100,835228,800.9067183065525,283917.26276782015,7,0.8807125930941097,-3.0084445715400077,-1.847415971121201,2020-04-18,2020-07-18
1914,white velvet hangers,7066,120995,2702.769230769231,198596.0,4.180878884154423,2367,204720,1043.6156822833261,26537.49747684083,13,0.6174965707940517,-0.6413570808711104,-2.9242018795375144,2020-04-18,2020-07-18
1915,zero two figure,18360,72437,6446.153846153846,137894.76923076922,3.365887493852732,6002,131551,3539.5853769934183,33513.5863920735,13,0.6489022959611195,-0.9036510240729078,-1.9531711248382249,2020-04-18,2020-07-18
1916,12 lb dumbbells set of 2,263425,14314,150289.53846153847,21262.76923076923,4.1781517931399295,149966,21003,27077.87249956252,2356.7712077418605,13,0.42947883283083055,-0.4854526499070302,-2.948427580896659,2020-04-18,2020-07-18
1917,20x30x1 air filter,199398,17398,69245.92307692308,37162.46153846154,3.262983205393686,57082,37936,39887.449223746095,8767.805518062321,13,0.6527250871276388,-1.1360191710806724,-2.254208478706023,2020-04-18,2020-07-18
1918,a+d,3975,161338,1076.076923076923,287667.6153846154,5.484926909092609,1039,281560,528.5253796394994,45097.009598823846,13,0.7292888243831641,-0.7830121569910088,-2.8012858614889207,2020-04-18,2020-07-18
1919,abeka grade 1,5368,139183,437.9230769230769,401262.07692307694,8.517448739432087,179,411391,578.8208504564059,94415.86518647308,13,0.9184196950590393,-1.8829819512661528,-2.7757948985106045,2020-04-18,2020-07-18
1920,adventure challenge couples scratch off book,17218,75057,7994.923076923077,118284.69230769231,3.355869994590868,8041,113122,2748.3415442025657,21962.508973189648,13,0.5356648230385017,-0.5759315228118937,-1.9682492724516023,2020-04-18,2020-07-18
1921,barbie backpack,4901,145643,702.3846153846154,394595.0,4.743651329673071,322,378600,885.1020222231954,149797.54065682564,13,0.8566854488095051,-1.7093303488667495,-1.6619231457900194,2020-04-18,2020-07-18
1922,barukas nuts,9381,104292,636.9230769230769,369736.53846153844,11.97890416819812,237,397102,729.9563299196354,98520.77200402578,13,0.9321049912671275,-2.545205178360166,-2.694300227881809,2020-04-18,2020-07-18
1923,bed restraints sex,39085,47282,5913.461538461538,357942.8461538461,3.058258471499236,153,418155,10846.545107509153,234233.23726570993,13,0.8487025319569774,-6.570382939677808,-1.3262884882619717,2020-04-18,2020-07-18
1924,black panther face mask,3073,182121,937.9230769230769,308067.6923076923,3.082612787521329,784,307558,692.6192390169438,58924.13807230533,13,0.6947858519612505,-0.6915550228018312,-2.1374380080561237,2020-04-18,2020-07-18
1925,blue face mask reusable,5866,133088,1161.5,391752.0,3.3792288993164,359,354100,1392.1815124603413,217488.98091669337,12,0.8019945448346403,-1.9435561433036788,-1.1893200239835517,2020-04-18,2020-07-18
1926,bridal shower thank you card,3472,172071,933.5,403285.6,3.125622563391951,865,276170,812.1582016112652,218512.00047757354,10,0.7311347926267281,-1.3437162566614942,-1.0581322741756243,2020-04-18,2020-07-18
1927,chicken arms gag gift,4862,146223,410.0,362056.5,49.96887920384936,347,350588,89.09545442950498,16218.90824007584,2,0.9156725627313863,-1.476057118237213,-13.30752334282833,2020-04-18,2020-07-18
1928,chromebook case 11.6 inch,39807,46786,7310.538461538462,161439.61538461538,4.655482653293845,5716,134856,6980.256175043346,77484.65957372729,13,0.8163504292828281,-2.4505966610656045,-1.479694380995783,2020-04-18,2020-07-18
1929,clarasonic,11925,91727,290.2307692307692,443376.3076923077,48.063530022609605,100,444373,242.07063495536238,128104.60158296721,13,0.9756619900016126,-3.8336510263314802,-2.745016988828159,2020-04-18,2020-07-18
1930,computer desk with shelves,247873,14955,68232.07692307692,36513.38461538462,5.794473363439313,56802,38046,31002.113878093158,7877.248774566552,13,0.7247296925317525,-1.4415502919013452,-2.73679113512203,2020-04-18,2020-07-18
1931,counter top ice maker,18328,72508,5988.692307692308,158342.6923076923,3.362628167487766,7204,119786,3669.5427141224604,67353.90031194015,13,0.6732490011080146,-1.183796164667241,-1.2743833974003134,2020-04-18,2020-07-18
1932,crotchless lingerie,191862,17857,54282.92307692308,41560.307692307695,5.056858154511939,44088,44106,27206.433860582616,7697.564608201475,13,0.7170730885901165,-1.3273958499360303,-3.079325591766087,2020-04-18,2020-07-18
1933,disposable face mask for virus protection made in usa,62134,36086,9404.153846153846,314838.53846153844,3.4948645001136254,680,320311,15087.808454986394,241939.02295606612,13,0.8486472165617239,-7.7246726836318365,-1.152160304921779,2020-04-18,2020-07-18
1934,disposable masks for kids,15225,80309,2088.076923076923,372118.0,4.77507263530279,963,288694,2751.14622965103,235299.0657833133,13,0.8628520904382974,-3.633577805725386,-1.240162169911574,2020-04-18,2020-07-18
1935,drawer organizers clothes,6306,128277,931.8,480686.2,3.5585272725866064,100,447680,1510.2315054321969,256375.1800042274,5,0.8522359657469076,-2.747251650724604,-1.3745839203084678,2020-04-18,2020-07-18
1936,dunkin donuts coffee k cups,409178,10128,56117.230769230766,58581.307692307695,4.924657194064215,25981,59662,71692.45600613992,26923.79960922002,13,0.8628537439226186,-4.784094361404788,-1.7996459784864438,2020-04-18,2020-07-18
1937,eyelash boxes empty wholesale,42611,44984,21693.69230769231,68317.30769230769,3.6567242501206425,21673,66052,5720.231076110699,12814.624362973056,13,0.49088985689863396,-0.5187023762294969,-1.8208343086300383,2020-04-18,2020-07-18
1938,fancy feast wet cat food,912852,5012,128537.69230769231,46727.07692307692,3.9803823333061867,35806,49721,197044.96754733616,27537.396919043076,13,0.859191093071284,-8.323040088403216,-1.5148518592993618,2020-04-18,2020-07-18
1939,fishing kayak,2053482,2507,1013299.3076923077,5116.307692307692,3.036738423743734,1180161,3934,342532.8583373145,1883.7100973263457,13,0.5065458047880099,-1.0408088122487804,-1.3851960001760502,2020-04-18,2020-07-18
1940,foam cooler,3880,163231,1033.076923076923,335073.3846153846,3.158967158165931,1195,268336,901.2195867765766,121140.13460832492,13,0.7337430610626487,-1.0527558160850856,-1.4185421303269328,2020-04-18,2020-07-18
1941,fraction tiles,4444,152842,1041.7692307692307,360780.8461538461,3.0484771773672716,500,346175,1116.042722737064,146094.01937157122,13,0.7655784809250157,-1.3604823684186684,-1.4233220979770609,2020-04-18,2020-07-18
1942,friendship lamp,28729,56367,8482.76923076923,126309.23076923077,3.350759473866315,6303,128310,6042.28113869045,37081.462269247706,13,0.7047314827954599,-1.2408364959857854,-1.8861777958318289,2020-04-18,2020-07-18
1943,gator mask for women,77120,31728,15099.692307692309,149469.84615384616,3.521369102831746,12125,90905,17612.555196907193,100675.56774763027,13,0.8042052345994254,-3.710975988207456,-1.1695175779787703,2020-04-18,2020-07-18
1944,indoor fountain,38357,47796,18417.0,74740.53846153847,3.800052456062248,18457,72227,5247.295986188188,12410.425601185647,13,0.5198529603462211,-0.5637404481868455,-2.171121227217565,2020-04-18,2020-07-18
1945,inversion tables,34869,50482,2127.6153846153848,342320.76923076925,7.0726913947925265,354,372069,4629.268094390688,117050.31597860942,13,0.9389826096356253,-5.781046100209367,-2.4932762187852777,2020-04-18,2020-07-18
1946,jelly belly jelly beans bulk,8784,107986,1010.4615384615385,335995.92307692306,8.604220208723579,732,313777,903.4564751907545,118758.74396261072,13,0.8849656718509178,-2.1114767013957647,-1.9199421909405536,2020-04-18,2020-07-18
1947,kageyama plush,3279,176748,338.75,590639.5,7.344761095424428,100,400702,400.31935168479345,286551.65623961535,4,0.8966910643488869,-2.3417040079661438,-1.4443870450146785,2020-04-18,2020-07-18
1948,keypad door knob,19250,70560,10248.692307692309,101037.69230769231,4.149374877300966,10279,99342,2169.3165738167168,10947.702159088114,13,0.46760039960039956,-0.43194008372579806,-2.7839351002430766,2020-04-18,2020-07-18
1949,kid masks for coronavirus protection,3958,161680,367.6,514365.6,9.686506407947352,100,488244,370.6599519775504,215594.51096282576,5,0.9071248105103588,-2.181380504700643,-1.6358746724345519,2020-04-18,2020-07-18
1950,kids' recliners,5346,139476,1331.0,270908.5,4.308093666864929,672,220382,931.9667376038697,71455.26155924419,2,0.7510288065843621,-0.9423305801714991,-1.8393676985008047,2020-04-18,2020-07-18
1951,kipling pencil case,14373,82881,5436.692307692308,149603.92307692306,3.4021905526026637,4489,152089,2626.6335039556934,37599.56726138733,13,0.621742690621839,-0.8050448604254662,-1.7745662500069197,2020-04-18,2020-07-18
1952,kuppet mini portable washing machine & spin dryer,15894,78436,4101.692307692308,161701.38461538462,11.859727790442333,4195,157192,994.3152069485967,18846.4896047799,13,0.7419345471440602,-1.0615710211559057,-4.418084553755126,2020-04-18,2020-07-18
1953,kuromi plush,130823,22919,17244.23076923077,106581.30769230769,5.417796548934295,7536,117019,20964.01520524256,44321.26870812066,13,0.8681865515296946,-3.6503472094030145,-1.8876334123751934,2020-04-18,2020-07-18
1954,led lights 65 ft,6219,129199,2895.3076923076924,195059.92307692306,3.1852346012262194,3018,183643,1043.4686055503687,38740.207428160764,13,0.5344415995646097,-0.5097634120768973,-1.700066350936673,2020-04-18,2020-07-18
1955,mask neck strap,46549,42738,3712.875,373824.0,6.598528043660956,211,265950,6491.76978813504,265291.4970216724,8,0.9202372768480526,-7.746876316158922,-1.2480083369311783,2020-04-18,2020-07-18
1956,mermaid hair,4022,160434,1064.4615384615386,284844.8461538461,7.429705111963367,1067,279039,398.06942765147045,35286.22149613584,13,0.7353402440423823,-0.7754643414353948,-3.5257627730832626,2020-04-18,2020-07-18
1957,nanotech face mask,15402,79802,2417.5555555555557,402944.44444444444,3.0729315448372487,324,378008,4225.425869397992,220695.1737675244,9,0.8430362579174422,-4.049302579439669,-1.4642025873426476,2020-04-18,2020-07-18
1958,naruto weapons,18129,72947,11609.615384615385,94221.92307692308,3.005493610002603,11634,92956,2169.1560393565333,9237.150899687076,13,0.3596108232878049,-0.29164904762256266,-2.3031910280521455,2020-04-18,2020-07-18
1959,nike tennis skirt,45121,43518,7552.7692307692305,168849.23076923078,5.720626066031971,7456,117668,6567.153723314312,100930.73363546065,13,0.8326107747884747,-2.879986000487862,-1.2417548773785723,2020-04-18,2020-07-18
1960,nitro cold brew,83498,30245,25855.23076923077,66387.23076923077,3.77067302699573,18607,71903,15287.130127190027,17072.412210707298,13,0.690349100945762,-1.1949820059259635,-2.1169961410938436,2020-04-18,2020-07-18
1961,number line,6328,128050,2063.6923076923076,221166.23076923078,7.036012497393929,1948,222353,606.0688058594482,26521.465749947554,13,0.6738792181270058,-0.7271864956597484,-3.5109760390756275,2020-04-18,2020-07-18
1962,one for the money,88338,29230,5117.692307692308,180574.0,11.076107032333436,2545,198283,7513.497969040069,47874.60761370965,13,0.9420669212831135,-5.177694149846048,-3.161258285836274,2020-04-18,2020-07-18
1963,one piece face mask,6133,130113,1041.8461538461538,328185.0,5.5245013010317034,835,301869,921.5589912528521,115701.61698092209,13,0.8301245469026326,-1.5223075326831292,-1.7119207593499741,2020-04-18,2020-07-18
1964,passion flower supplement,44789,43705,4416.615384615385,204059.38461538462,9.2994313351696,4265,155941,4341.382086741148,100828.43556717061,13,0.9013906230410283,-3.669016922900918,-1.590368666471658,2020-04-18,2020-07-18
1965,personalized face mask,36706,49019,9071.076923076924,122672.0,3.9669206328352438,5663,135491,6966.341309725625,34192.861145761606,13,0.7528720938517702,-1.5025398314939105,-2.1540461234297643,2020-04-18,2020-07-18
1966,pluto tv,65725,34905,9681.615384615385,138702.46153846153,4.536121585731586,4025,160378,12354.912353246795,49711.668577600874,13,0.8526950873394389,-2.9737132656771674,-2.087989892683479,2020-04-18,2020-07-18
1967,pressure canners for canning clearance,4017,160519,568.0769230769231,457327.76923076925,3.4275293791919736,100,454267,1006.2417255592269,157182.325094752,13,0.8585817965952395,-1.8490569292779624,-1.8883088098604484,2020-04-18,2020-07-18
1968,puffco peak glass,12890,87942,4844.692307692308,159122.61538461538,3.028491803475367,3281,176687,2656.5393649324865,38139.48759168653,13,0.6241511010324043,-0.8094041002548882,-1.8663233273257454,2020-04-18,2020-07-18
1969,purple shampoo and conditioner set,772932,5990,108538.0,151326.44444444444,3.9122017106561997,38047,48019,169826.11049688442,222150.71646807215,9,0.8595762628536534,-24.26317937302912,-0.6542245136775529,2020-04-18,2020-07-18
1970,razer deathadder v2,37583,48359,11709.538461538461,102227.15384615384,3.638418233115113,9439,103953,7111.184003799749,24999.29795962997,13,0.6884352376995327,-1.113921996860023,-2.1547866637352233,2020-04-18,2020-07-18
1971,refrigerator magnets strong,10142,100055,2975.4615384615386,219154.84615384616,3.390205301258931,2639,195113,2113.8951257250446,94295.72839551653,13,0.706619844363879,-1.1903437724636066,-1.2630460380378055,2020-04-18,2020-07-18
1972,remote control cars,485817,8668,93713.76923076923,34578.46153846154,3.737586310690502,58440,37415,104908.14075589641,9537.193565329588,13,0.8071006794106232,-2.9892087607823647,-2.7167805037168837,2020-04-18,2020-07-18
1973,resistance bands for legs and butt,216866,16426,88219.69230769231,31648.0,3.5245585247923827,85304,29856,36499.97773831425,8675.321377332371,13,0.5932064394248415,-0.9267015706806283,-1.7546324035641325,2020-04-18,2020-07-18
1974,rose face mask,10318,99142,3972.923076923077,168567.6923076923,4.233857904707246,3776,165356,1498.6513638122813,31762.37814455077,13,0.6149522119671373,-0.7002651984798804,-2.185783822349056,2020-04-18,2020-07-18
1975,skinny syrup,389466,10563,78336.30769230769,36314.846153846156,4.941390563449666,51437,40323,62963.99531926244,9683.080267887846,13,0.7988622686131583,-2.437929201348685,-2.6594684172192,2020-04-18,2020-07-18
1976,smell proof bags for marijuana,39898,46725,8115.285714285715,263153.71428571426,3.6515295611365204,6483,126481,8703.945498341269,315346.13509270217,7,0.7965991850647723,-4.631968203011541,-0.6863211252679244,2020-04-18,2020-07-18
1977,sne,14338,82991,5969.461538461538,138535.61538461538,3.2323757030163436,4911,145499,2588.974559401998,24972.98664403353,13,0.5836614912497183,-0.6692848066009011,-2.2241879265925095,2020-04-18,2020-07-18
1978,solid color face mask,33111,51996,2429.5384615384614,351444.1538461539,6.631150074510295,285,386420,4626.868822709814,161378.86170894364,13,0.9266244311093456,-5.759061347914337,-1.8555599579468245,2020-04-18,2020-07-18
1979,star wars lanyard,6672,124625,3460.6153846153848,177423.3076923077,3.011422672193259,3527,170797,1066.4011548553965,27943.75401702683,13,0.481322634200332,-0.42365743383998145,-1.8894493438546716,2020-04-18,2020-07-18
1980,stun guns,203288,17171,20692.69230769231,160183.3076923077,3.872180413353063,3337,175309,47155.68186405646,69611.71545602629,13,0.8982099666104625,-8.328711647097297,-2.054428723030803,2020-04-18,2020-07-18
1981,trace mineral drops,3755,165792,768.6153846153846,329599.46153846156,4.554043334041992,413,360943,655.7655244650507,66209.75601276016,13,0.79530881901055,-0.9880299504105238,-2.474068345862686,2020-04-18,2020-07-18
1982,wall decor for bedroom teen girl,400726,10311,197771.46153846153,18188.384615384617,3.7058861325907757,205389,17051,54765.454522924985,3717.6278175395114,13,0.506467108352187,-0.7639787232455258,-2.1189277146624685,2020-04-18,2020-07-18
1983,xbox one console new,3687,167257,1158.3076923076924,283971.53846153844,4.168259341304646,1149,272036,606.65426515924,55501.8409989185,13,0.6858400617554401,-0.6978155680272781,-2.1028949015189013,2020-04-18,2020-07-18
1984,amazon fresh items,139368,22015,23456.0,94117.46153846153,3.1651421926894,11290,94468,36621.41949506236,37066.89924900514,13,0.8316973767292348,-3.2751515575044983,-1.94519808776281,2020-04-18,2020-07-18
1985,amd motherboards,14176,83507,1537.0,487707.0,3.507254860832991,100,367398,3603.6731009043842,247448.779868775,12,0.8915773137697517,-4.840312788149497,-1.6334693596563783,2020-04-18,2020-07-18
1986,anime body pillow case,95297,27910,23679.76923076923,73783.23076923077,5.206155965176722,19445,70167,13756.259176303745,27064.455223145374,13,0.7515161103626637,-1.643612711187057,-1.6949622813763578,2020-04-18,2020-07-18
1987,bartending set,12352,89997,3545.6923076923076,192357.23076923078,3.8524562791930856,3172,179468,2285.894259169169,66522.01773617745,13,0.7129458947787962,-1.1373738098962274,-1.538742122573396,2020-04-18,2020-07-18
1988,bed sheet sets queen,4001,160840,881.2307692307693,326362.76923076925,3.404030659133987,575,334731,916.4926944468018,77451.03910229765,13,0.7797473708495952,-1.0291144567941386,-2.1371278055049214,2020-04-18,2020-07-18
1989,black scrunchies,3866,163503,1379.6923076923076,258057.23076923078,5.827874017572492,1275,262172,426.6234453268645,23923.091920269024,13,0.6431214930956266,-0.5783027269788982,-3.9524251749883126,2020-04-18,2020-07-18
1990,bluetooth speaker with microphone,5405,138711,2174.230769230769,221501.84615384616,3.2014776091336596,2081,216323,1009.1494069963206,38852.424797443804,13,0.597737137977656,-0.5968585487369146,-2.130905511959016,2020-04-18,2020-07-18
1991,bt21 backpack,3916,162514,1172.7692307692307,296696.07692307694,3.1388123616136374,1088,277204,873.9709333311333,81588.78032595488,13,0.7005185825410545,-0.8256647237965772,-1.6446143254869956,2020-04-18,2020-07-18
1992,bulletin boards,164846,19750,19358.076923076922,130490.92307692308,4.23726954895776,9214,105290,34335.30045609411,70689.66885203421,13,0.8825687191495278,-5.6071353456669915,-1.5665786086609503,2020-04-18,2020-07-18
1993,cactus classroom decorations for teachers,4664,149258,593.8333333333334,425484.1666666667,4.581928220012503,259,377061,888.3086925913387,182714.92800078852,12,0.8726772441395083,-1.850662387722378,-1.5117876228781624,2020-04-18,2020-07-18
1994,cars for kids to drive,23603,62971,9186.384615384615,110689.76923076923,4.4586626230565924,8778,108022,3233.39454078995,23031.870090354678,13,0.6107958897011136,-0.7577896052273148,-2.07185821401246,2020-04-18,2020-07-18
1995,cat masks for coronavirus protection,14802,81558,1147.25,523133.625,7.086320076923297,100,428953,1926.9169119903136,294730.8400218446,8,0.9224935819483854,-5.4142527403810785,-1.4982335237373587,2020-04-18,2020-07-18
1996,christmas face mask,7768,115181,742.6,546256.8,6.955642825123537,143,420870,1010.0288609737842,345145.39039468573,5,0.9044026776519052,-3.742594698778445,-1.2489687302705967,2020-04-18,2020-07-18
1997,christmas trees,22445,64772,5732.923076923077,157373.61538461538,3.473072619538972,4016,160543,4811.899650199466,47764.561684611705,13,0.7445790564970782,-1.4296550266259398,-1.9387096231733831,2020-04-18,2020-07-18
1998,cold steel srk,4754,147865,2256.3076923076924,212402.38461538462,4.268206110795324,2187,211778,585.1854954649543,24185.671090332467,13,0.525387527911718,-0.43646153325928805,-2.6684140528637887,2020-04-18,2020-07-18
1999,covid masks reusable,8804,107854,1790.3076923076924,258041.46153846153,7.383354621389884,1694,235338,949.9330138326758,100113.25049131057,13,0.7966483766120295,-1.3925071071862103,-1.5001756590801856,2020-04-18,2020-07-18
2000,crested gecko accessories,3819,164476,945.2307692307693,303746.3846153846,4.9151806180739115,823,303178,584.672152270848,54489.84541719442,13,0.7524925977400446,-0.8467520161931505,-2.5558961224624337,2020-04-18,2020-07-18
2001,crossbow accessories,7652,116092,2607.230769230769,200135.0,7.288050323254247,2607,196203,692.1973651406745,26329.348260702038,13,0.6592745988982267,-0.7239344657685284,-3.1919893788422664,2020-04-18,2020-07-18
2002,crystal decorations for home,9780,102010,2648.6923076923076,217451.92307692306,4.844904955269314,2972,184934,1471.9190073175098,72652.99696784886,13,0.7291725656756332,-1.1316726112824533,-1.5889492229482234,2020-04-18,2020-07-18
2003,curl bar with weights set,65336,35028,26579.69230769231,65657.69230769231,3.1994014789866787,28099,57079,12113.611857359854,21312.401426495853,13,0.5931845795932975,-0.8744345183194105,-1.4371769607160778,2020-04-18,2020-07-18
2004,cycling shorts for men,17893,73479,3367.1666666666665,394130.75,3.9968245219039797,1227,211629,3634.343527899898,324319.79966752935,12,0.8118165390562417,-4.363855659440112,-0.988690022406003,2020-04-18,2020-07-18
2005,decaf coffee kcups for keurig,91934,28529,13456.333333333334,347555.3333333333,5.193879827334747,10413,98654,15109.642362853376,469289.70800277876,3,0.8536305030420375,-11.182527720331358,-0.6798067971510773,2020-04-18,2020-07-18
2006,devil horns,9073,106154,4557.076923076923,155055.3076923077,3.2265487585873136,4287,155549,1399.6140814249752,21695.933833265524,13,0.4977320706407007,-0.46066382512489107,-2.253938828727862,2020-04-18,2020-07-18
2007,disinfect wipes clorox,3937934,1554,119227.53846153847,248070.61538461538,13.44717893407332,1197,268122,283978.25895380776,208592.21087428715,13,0.9697233273941264,-158.63360063360062,-1.1818112208091234,2020-04-18,2020-07-18
2008,dog food containers,68353,34101,12419.923076923076,114388.61538461539,3.829431156494352,6324,128098,14606.105877688839,34506.36705628509,13,0.8182973230593671,-2.3544064802972167,-2.3267478507272057,2020-04-18,2020-07-18
